EpisodeNumber,FinalReward
0,-0.9995999505044892
1,-0.9995999505044892
2,-0.9995999505044892
3,-0.9995999505044892
4,-0.9995999505044892
5,-0.9995999505044892
6,-0.9995999505044892
7,-0.9995999505044892
8,-0.9995999505044892
9,-0.9995999505044892
10,-0.9995999505044892
11,-0.9995999505044892
12,-0.9995999505044892
13,-0.9995999505044892
14,-0.9995999505044892
15,-0.9995999505044892
16,-0.9995999505044892
17,-0.9995999505044892
18,-0.9995999505044892
19,-0.9995999505044892
20,-0.9995999505044892
21,-0.9995999505044892
22,-0.9995999505044892
23,-0.9995999505044892
24,-0.9995999505044892
25,-0.9995999505044892
26,-0.9995999505044892
27,-0.9995999505044892
28,-0.9995999505044892
29,-0.9995999505044892
30,-0.9995999505044892
31,-0.9995999505044892
32,-0.9995999505044892
33,-0.9995999505044892
34,-0.9995999505044892
35,-0.9995999505044892
36,-0.9995999505044892
37,-0.9995999505044892
38,-0.9995999505044892
39,-0.9995999505044892
40,-0.9995999505044892
41,-0.9995999505044892
42,-0.9995999505044892
43,-0.9995999505044892
44,-0.9995999505044892
45,-0.9995999505044892
46,-0.9995999505044892
47,-0.9995999505044892
48,-0.9995999505044892
49,-0.9995999505044892
50,-0.9995999505044892
51,-0.9995999505044892
52,0.5356000026222318
53,-0.9995999505044892
54,-0.9995999505044892
55,-0.9995999505044892
56,-0.9995999505044892
57,-0.9995999505044892
58,-0.9995999505044892
59,-0.9995999505044892
60,-0.9995999505044892
61,-0.9995999505044892
62,-0.9995999505044892
63,-0.9995999505044892
64,-0.9995999505044892
65,-0.9995999505044892
66,-0.9995999505044892
67,-0.9995999505044892
68,-0.9995999505044892
69,-0.9995999505044892
70,-0.9995999505044892
71,-0.9995999505044892
72,-0.9995999505044892
73,-0.9995999505044892
74,-0.9995999505044892
75,-0.9995999505044892
76,-0.9995999505044892
77,-0.9995999505044892
78,-0.9995999505044892
79,0.26880002941470593
80,-0.9995999505044892
81,-0.9995999505044892
82,-0.9995999505044892
83,-0.9995999505044892
84,-0.9995999505044892
85,-0.9995999505044892
86,-0.9995999505044892
87,-0.9995999505044892
88,-0.9995999505044892
89,-0.9995999505044892
90,-0.9995999505044892
91,-0.9995999505044892
92,-0.9995999505044892
93,-0.9995999505044892
94,-0.9995999505044892
95,-0.9995999505044892
96,-0.9995999505044892
97,-0.9995999505044892
98,-0.9995999505044892
99,-0.9995999505044892
